step,train_loss,val_loss,hellaswag,mmlu,arc,lr,grad_norm,tokens_per_sec,mfu,dt_ms
30867,3.032664,,,,,5.107358e-04,0.1463,287475.48,0.527717,1823.77
30868,3.040373,,,,,5.106792e-04,0.1412,287031.73,0.526902,1826.59
30869,2.997212,,,,,5.106225e-04,0.1474,287035.62,0.526909,1826.56
30870,3.022956,,,,,5.105658e-04,0.1381,287292.72,0.527381,1824.93
30871,2.999273,,,,,5.105092e-04,0.1369,287345.32,0.527478,1824.59
30872,2.983635,,,,,5.104525e-04,0.1405,287330.07,0.527450,1824.69
30873,3.016487,,,,,5.103959e-04,0.1350,287333.75,0.527456,1824.67
30874,3.025079,,,,,5.103392e-04,0.1356,287314.53,0.527421,1824.79
30875,2.982808,,,,,5.102826e-04,0.1377,287379.34,0.527540,1824.38
30876,3.010589,,,,,5.102260e-04,0.1364,287276.06,0.527350,1825.03
30877,3.062347,,,,,5.101693e-04,0.1385,287380.69,0.527543,1824.37
30878,2.979483,,,,,5.101127e-04,0.1378,287379.49,0.527540,1824.38
30879,3.006337,,,,,5.100561e-04,0.1354,287317.76,0.527427,1824.77
30880,3.012043,,,,,5.099995e-04,0.1358,287269.34,0.527338,1825.07
30881,3.014019,,,,,5.099429e-04,0.1399,287134.87,0.527091,1825.93
30882,2.967980,,,,,5.098863e-04,0.1394,286928.29,0.526712,1827.24
30883,3.003551,,,,,5.098297e-04,0.1378,287187.41,0.527188,1825.60
30884,3.021596,,,,,5.097731e-04,0.1336,287303.61,0.527401,1824.86
30885,3.001376,,,,,5.097165e-04,0.1449,287084.83,0.526999,1826.25
30886,2.983305,,,,,5.096599e-04,0.1387,287028.84,0.526897,1826.60
30887,2.996782,,,,,5.096033e-04,0.1431,287229.57,0.527265,1825.33
30888,3.018235,,,,,5.095468e-04,0.1456,287062.30,0.526958,1826.39
30889,3.013299,,,,,5.094902e-04,0.1410,287112.23,0.527050,1826.07
30890,2.976888,,,,,5.094336e-04,0.1390,286978.76,0.526805,1826.92
30891,3.020219,,,,,5.093771e-04,0.1426,287052.93,0.526941,1826.45
30892,2.986917,,,,,5.093205e-04,0.1422,287149.68,0.527118,1825.84
30893,3.005939,,,,,5.092640e-04,0.1443,247054.78,0.453517,2122.15
30894,3.000715,,,,,5.092074e-04,0.1380,288636.41,0.529848,1816.43
30895,2.991094,,,,,5.091509e-04,0.1457,287175.18,0.527165,1825.67
30896,2.996739,,,,,5.090944e-04,0.1339,287202.33,0.527215,1825.50
30897,3.045920,,,,,5.090378e-04,0.1485,286889.02,0.526640,1827.49
30898,2.986625,,,,,5.089813e-04,0.1429,287174.39,0.527164,1825.68
30899,2.987013,,,,,5.089248e-04,0.1428,287344.00,0.527475,1824.60
30900,2.967438,,,,,5.088683e-04,0.1456,287331.20,0.527452,1824.68
30901,3.047820,,,,,5.088118e-04,0.1531,287349.82,0.527486,1824.56
30902,3.006603,,,,,5.087553e-04,0.1420,287219.36,0.527246,1825.39
30903,3.005898,,,,,5.086988e-04,0.1497,287313.82,0.527420,1824.79
30904,3.000654,,,,,5.086423e-04,0.1390,287364.13,0.527512,1824.47
30905,3.011753,,,,,5.085858e-04,0.1380,287277.15,0.527352,1825.03
30906,3.001821,,,,,5.085293e-04,0.1437,287440.83,0.527653,1823.99
30907,3.018098,,,,,5.084729e-04,0.1449,287483.56,0.527731,1823.71
30908,2.988987,,,,,5.084164e-04,0.1469,287547.76,0.527849,1823.31
30909,2.993207,,,,,5.083599e-04,0.1415,287465.78,0.527699,1823.83
30910,3.010882,,,,,5.083035e-04,0.1344,287426.37,0.527626,1824.08
30911,3.024518,,,,,5.082470e-04,0.1390,287402.21,0.527582,1824.23
30912,3.017136,,,,,5.081906e-04,0.1445,287494.72,0.527752,1823.64
30913,3.009600,,,,,5.081341e-04,0.1466,287261.24,0.527323,1825.13
30914,3.009097,,,,,5.080777e-04,0.1366,287220.15,0.527248,1825.39
30915,3.032094,,,,,5.080212e-04,0.1386,287395.30,0.527569,1824.27
30916,3.012065,,,,,5.079648e-04,0.1422,287344.72,0.527476,1824.60
30917,2.982889,,,,,5.079084e-04,0.1370,287382.04,0.527545,1824.36
30918,3.017607,,,,,5.078520e-04,0.1407,287325.57,0.527441,1824.72
30919,3.002570,,,,,5.077956e-04,0.1382,287225.82,0.527258,1825.35
30920,2.966245,,,,,5.077391e-04,0.1350,287417.76,0.527611,1824.13
30921,3.002051,,,,,5.076827e-04,0.1384,287266.26,0.527332,1825.09
30922,3.015198,,,,,5.076263e-04,0.1436,287241.95,0.527288,1825.25
30923,2.979153,,,,,5.075699e-04,0.1479,287293.51,0.527382,1824.92
30924,2.996304,,,,,5.075136e-04,0.1391,287310.03,0.527413,1824.82
30925,2.987124,,,,,5.074572e-04,0.1442,287322.75,0.527436,1824.74
30926,2.992109,,,,,5.074008e-04,0.1376,287188.72,0.527190,1825.59
30927,2.998918,,,,,5.073444e-04,0.1417,287338.45,0.527465,1824.64
30928,2.993505,,,,,5.072881e-04,0.1381,287414.95,0.527605,1824.15
30929,3.003587,,,,,5.072317e-04,0.1349,287319.67,0.527431,1824.75
30930,3.005659,,,,,5.071753e-04,0.1335,287309.61,0.527412,1824.82
30931,2.990842,,,,,5.071190e-04,0.1312,287303.38,0.527401,1824.86
30932,3.006601,,,,,5.070626e-04,0.1316,287237.48,0.527280,1825.28
30933,2.981577,,,,,5.070063e-04,0.1349,287249.30,0.527301,1825.20
30934,2.985525,,,,,5.069499e-04,0.1368,287234.71,0.527275,1825.29
30935,2.994859,,,,,5.068936e-04,0.1397,287160.29,0.527138,1825.77
30936,2.981441,,,,,5.068373e-04,0.1359,287247.73,0.527298,1825.21
30937,3.016395,,,,,5.067810e-04,0.1448,287271.33,0.527342,1825.06
30938,2.978721,,,,,5.067246e-04,0.1351,287384.03,0.527549,1824.35
30939,2.993900,,,,,5.066683e-04,0.1430,287252.19,0.527307,1825.18
30940,3.028249,,,,,5.066120e-04,0.1390,287210.51,0.527230,1825.45
30941,2.998462,,,,,5.065557e-04,0.1408,287243.34,0.527290,1825.24
30942,3.000757,,,,,5.064994e-04,0.1383,287295.20,0.527386,1824.91
30943,3.011310,,,,,5.064431e-04,0.1483,287262.44,0.527325,1825.12
30944,3.015703,,,,,5.063869e-04,0.1458,287475.74,0.527717,1823.76
30945,2.992616,,,,,5.063306e-04,0.1463,287397.48,0.527573,1824.26
30946,3.012777,,,,,5.062743e-04,0.1312,287479.12,0.527723,1823.74
30947,3.012016,,,,,5.062180e-04,0.1450,243857.04,0.447646,2149.98
30948,3.013961,,,,,5.061618e-04,0.1383,288791.14,0.530132,1815.46
30949,3.002100,,,,,5.061055e-04,0.1407,287503.44,0.527768,1823.59
30950,2.984137,,,,,5.060492e-04,0.1426,287444.21,0.527659,1823.96
30951,2.989141,,,,,5.059930e-04,0.1410,287312.32,0.527417,1824.80
30952,3.010725,,,,,5.059367e-04,0.1423,287322.87,0.527436,1824.73
30953,3.007712,,,,,5.058805e-04,0.1394,287444.96,0.527661,1823.96
30954,3.010939,,,,,5.058243e-04,0.1368,287386.21,0.527553,1824.33
30955,2.999141,,,,,5.057680e-04,0.1396,287421.63,0.527618,1824.11
30956,2.975389,,,,,5.057118e-04,0.1403,287266.41,0.527333,1825.09
30957,3.013381,,,,,5.056556e-04,0.1377,287328.61,0.527447,1824.70
30958,2.985514,,,,,5.055994e-04,0.1332,287306.09,0.527406,1824.84
30959,3.031855,,,,,5.055432e-04,0.1441,287215.16,0.527239,1825.42
30960,3.008104,,,,,5.054870e-04,0.1405,245103.83,0.449935,2139.04
30961,2.993032,,,,,5.054308e-04,0.1400,287507.20,0.527775,1823.56
30962,3.004759,,,,,5.053746e-04,0.1438,287448.20,0.527666,1823.94
30963,3.002574,,,,,5.053184e-04,0.1481,286875.28,0.526615,1827.58
30964,3.023642,,,,,5.052622e-04,0.1396,287310.97,0.527415,1824.81
30965,2.995256,,,,,5.052060e-04,0.1426,287292.24,0.527380,1824.93
30966,2.983581,,,,,5.051498e-04,0.1405,287406.91,0.527591,1824.20
30967,2.984757,,,,,5.050937e-04,0.1372,287219.78,0.527247,1825.39
30968,3.033373,,,,,5.050375e-04,0.1475,287350.57,0.527487,1824.56
30969,3.005211,,,,,5.049813e-04,0.1400,287424.41,0.527623,1824.09
30970,2.992351,,,,,5.049252e-04,0.1385,287456.35,0.527681,1823.89
30971,3.039125,,,,,5.048690e-04,0.1366,287281.20,0.527360,1825.00
30972,3.022169,,,,,5.048129e-04,0.1469,287423.32,0.527621,1824.10
30973,3.000718,,,,,5.047568e-04,0.1383,287478.30,0.527722,1823.75
30974,2.974369,,,,,5.047006e-04,0.1412,287251.10,0.527305,1825.19
30975,2.992558,,,,,5.046445e-04,0.1500,287362.14,0.527508,1824.49
30976,2.994658,,,,,5.045884e-04,0.1467,287419.00,0.527613,1824.12
30977,3.017589,,,,,5.045323e-04,0.1544,287335.18,0.527459,1824.66
30978,3.003455,,,,,5.044762e-04,0.1480,287404.95,0.527587,1824.21
30979,3.004831,,,,,5.044200e-04,0.1414,287495.96,0.527754,1823.64
30980,3.040303,,,,,5.043639e-04,0.1420,287323.09,0.527437,1824.73
30981,3.015224,,,,,5.043078e-04,0.1415,287378.63,0.527539,1824.38
30982,2.997515,,,,,5.042518e-04,0.1449,287314.19,0.527420,1824.79
30983,3.005389,,,,,5.041957e-04,0.1406,287389.22,0.527558,1824.31
30984,2.996946,,,,,5.041396e-04,0.1466,287440.61,0.527653,1823.99
30985,3.024542,,,,,5.040835e-04,0.1480,287368.04,0.527519,1824.45
30986,3.003525,,,,,5.040274e-04,0.1450,287391.21,0.527562,1824.30
30987,3.025786,,,,,5.039714e-04,0.1411,287372.62,0.527528,1824.42
30988,3.013531,,,,,5.039153e-04,0.1419,287222.25,0.527252,1825.37
30989,2.963475,,,,,5.038592e-04,0.1399,287296.78,0.527388,1824.90
30990,3.000803,,,,,5.038032e-04,0.1367,287304.06,0.527402,1824.85
30991,3.039331,,,,,5.037472e-04,0.1470,287256.81,0.527315,1825.15
30992,2.998446,,,,,5.036911e-04,0.1511,287410.06,0.527596,1824.18
30993,3.010081,,,,,5.036351e-04,0.1366,287374.57,0.527531,1824.41
30994,2.999125,,,,,5.035790e-04,0.1393,287395.34,0.527569,1824.27
30995,3.002563,,,,,5.035230e-04,0.1391,287257.48,0.527316,1825.15
30996,2.984749,,,,,5.034670e-04,0.1388,287287.47,0.527371,1824.96
30997,3.025228,,,,,5.034110e-04,0.1378,287317.57,0.527427,1824.77
30998,2.968455,,,,,5.033550e-04,0.1360,287264.05,0.527328,1825.11
30999,2.978655,,,,,5.032990e-04,0.1500,287100.42,0.527028,1826.15
31000,3.013099,3.0034,0.3242,,,5.032430e-04,0.1378,18094.03,0.033215,28975.74
31001,2.989098,,,,,5.031870e-04,0.1434,290824.85,0.533865,1802.76
31002,2.987342,,,,,5.031310e-04,0.1363,290619.38,0.533488,1804.04
31003,3.003491,,,,,5.030750e-04,0.1361,290566.73,0.533391,1804.36
31004,2.990692,,,,,5.030190e-04,0.1391,290401.58,0.533088,1805.39
31005,3.013521,,,,,5.029630e-04,0.1402,290299.83,0.532901,1806.02
31006,2.974197,,,,,5.029071e-04,0.1455,290110.79,0.532554,1807.20
31007,3.035713,,,,,5.028511e-04,0.1477,289895.66,0.532159,1808.54
31008,3.008798,,,,,5.027952e-04,0.1500,289695.09,0.531791,1809.79
31009,2.988066,,,,,5.027392e-04,0.1463,289549.11,0.531523,1810.70
31010,3.003718,,,,,5.026833e-04,0.1395,289580.30,0.531580,1810.51
31011,2.984120,,,,,5.026273e-04,0.1442,289564.21,0.531551,1810.61
31012,3.000376,,,,,5.025714e-04,0.1475,289242.41,0.530960,1812.62
31013,3.000561,,,,,5.025154e-04,0.1445,289041.67,0.530592,1813.88
31014,2.975112,,,,,5.024595e-04,0.1377,288587.02,0.529757,1816.74
31015,2.999131,,,,,5.024036e-04,0.1503,288490.74,0.529580,1817.35
31016,3.014309,,,,,5.023477e-04,0.1380,288583.42,0.529750,1816.76
31017,2.999451,,,,,5.022918e-04,0.1443,288400.80,0.529415,1817.91
31018,3.016721,,,,,5.022358e-04,0.1399,288187.75,0.529024,1819.26
31019,3.029751,,,,,5.021799e-04,0.1421,288039.02,0.528751,1820.20
31020,2.979504,,,,,5.021240e-04,0.1440,288220.16,0.529084,1819.05
31021,3.027482,,,,,5.020682e-04,0.1405,288033.89,0.528742,1820.23
31022,3.015793,,,,,5.020123e-04,0.1411,288004.28,0.528687,1820.42
31023,3.013544,,,,,5.019564e-04,0.1481,287945.94,0.528580,1820.79
31024,2.997243,,,,,5.019005e-04,0.1458,287699.90,0.528128,1822.34
31025,3.001471,,,,,5.018446e-04,0.1374,287658.62,0.528053,1822.60
31026,3.020760,,,,,5.017888e-04,0.1492,246469.60,0.452442,2127.19
31027,3.005674,,,,,5.017329e-04,0.1356,288824.71,0.530193,1815.25
31028,2.989842,,,,,5.016771e-04,0.1447,287533.51,0.527823,1823.40
31029,2.979747,,,,,5.016212e-04,0.1431,245390.77,0.450462,2136.54
31030,3.000726,,,,,5.015654e-04,0.1375,287509.61,0.527779,1823.55
31031,2.979185,,,,,5.015095e-04,0.1402,287490.74,0.527745,1823.67
31032,2.980934,,,,,5.014537e-04,0.1428,287319.56,0.527430,1824.76
31033,3.014542,,,,,5.013978e-04,0.1431,287321.89,0.527435,1824.74
31034,2.969863,,,,,5.013420e-04,0.1364,287302.07,0.527398,1824.87
31035,3.002971,,,,,5.012862e-04,0.1429,287290.10,0.527376,1824.94
31036,2.990496,,,,,5.012304e-04,0.1396,287252.46,0.527307,1825.18
31037,3.018985,,,,,5.011746e-04,0.1431,287265.10,0.527330,1825.10
31038,3.008080,,,,,5.011188e-04,0.1415,287099.07,0.527026,1826.16
31039,2.981030,,,,,5.010630e-04,0.1350,287024.57,0.526889,1826.63
31040,2.983923,,,,,5.010072e-04,0.1454,287065.90,0.526965,1826.37
31041,3.003072,,,,,5.009514e-04,0.1429,286843.89,0.526557,1827.78
31042,3.017114,,,,,5.008956e-04,0.1332,286807.30,0.526490,1828.01
31043,2.988499,,,,,5.008398e-04,0.1476,286085.93,0.525166,1832.62
31044,2.979417,,,,,5.007841e-04,0.1430,286779.40,0.526439,1828.19
31045,2.982823,,,,,5.007283e-04,0.1432,286851.71,0.526571,1827.73
31046,3.013430,,,,,5.006725e-04,0.1430,286739.23,0.526365,1828.45
31047,2.989271,,,,,5.006168e-04,0.1456,286550.84,0.526019,1829.65
31048,2.986311,,,,,5.005610e-04,0.1411,286655.58,0.526211,1828.98
31049,3.009322,,,,,5.005053e-04,0.1457,286657.94,0.526216,1828.97
31050,3.027382,,,,,5.004495e-04,0.1391,286669.89,0.526238,1828.89
31051,3.027935,,,,,5.003938e-04,0.1467,286589.08,0.526089,1829.41
31052,3.019096,,,,,5.003380e-04,0.1437,286550.47,0.526018,1829.65
31053,2.992579,,,,,5.002823e-04,0.1455,286490.74,0.525909,1830.03
31054,2.988736,,,,,5.002266e-04,0.1453,286470.17,0.525871,1830.17
31055,2.993648,,,,,5.001709e-04,0.1347,286468.38,0.525868,1830.18
31056,2.990906,,,,,5.001152e-04,0.1362,286347.52,0.525646,1830.95
31057,2.997625,,,,,5.000595e-04,0.1454,286315.38,0.525587,1831.16
31058,3.035499,,,,,5.000038e-04,0.1386,286433.83,0.525804,1830.40
31059,3.004117,,,,,4.999481e-04,0.1370,286307.59,0.525573,1831.21
31060,3.007468,,,,,4.998924e-04,0.1436,286317.06,0.525590,1831.14
31061,2.989707,,,,,4.998367e-04,0.1354,286213.98,0.525401,1831.80
31062,2.987912,,,,,4.997810e-04,0.1494,286287.80,0.525536,1831.33
31063,2.993514,,,,,4.997253e-04,0.1382,286329.14,0.525612,1831.07
31064,2.980466,,,,,4.996697e-04,0.1401,286245.50,0.525459,1831.60
31065,2.999038,,,,,4.996140e-04,0.1398,286157.86,0.525298,1832.16
31066,3.011380,,,,,4.995583e-04,0.1325,286260.00,0.525485,1831.51
31067,3.013673,,,,,4.995027e-04,0.1397,286307.70,0.525573,1831.20
31068,2.988252,,,,,4.994470e-04,0.1365,286431.44,0.525800,1830.41
31069,3.027364,,,,,4.993914e-04,0.1395,286351.18,0.525653,1830.93
31070,2.984515,,,,,4.993357e-04,0.1451,286407.42,0.525756,1830.57
31071,3.032031,,,,,4.992801e-04,0.1324,286518.43,0.525960,1829.86
31072,2.977700,,,,,4.992245e-04,0.1413,286315.31,0.525587,1831.16
31073,2.993345,,,,,4.991688e-04,0.1378,286483.16,0.525895,1830.08
31074,3.001607,,,,,4.991132e-04,0.1343,286240.17,0.525449,1831.64
31075,2.970274,,,,,4.990576e-04,0.1430,286400.78,0.525744,1830.61
31076,3.016813,,,,,4.990020e-04,0.1425,286593.15,0.526097,1829.38
31077,2.984288,,,,,4.989464e-04,0.1403,286474.24,0.525879,1830.14
31078,3.000162,,,,,4.988908e-04,0.1371,286515.75,0.525955,1829.87
31079,2.999324,,,,,4.988352e-04,0.1370,286626.85,0.526159,1829.17
31080,2.985594,,,,,4.987796e-04,0.1434,286601.60,0.526112,1829.33
31081,3.003305,,,,,4.987240e-04,0.1465,286459.31,0.525851,1830.24
31082,3.009023,,,,,4.986685e-04,0.1324,286554.58,0.526026,1829.63
31083,2.993789,,,,,4.986129e-04,0.1521,286727.20,0.526343,1828.53
31084,3.002683,,,,,4.985573e-04,0.1374,243455.10,0.446909,2153.53
31085,3.009877,,,,,4.985018e-04,0.1396,286878.43,0.526621,1827.56
31086,2.989316,,,,,4.984462e-04,0.1430,286768.21,0.526418,1828.26
31087,3.001932,,,,,4.983906e-04,0.1374,286601.93,0.526113,1829.32
31088,3.025552,,,,,4.983351e-04,0.1497,286679.01,0.526254,1828.83
31089,2.997472,,,,,4.982796e-04,0.1459,286958.46,0.526767,1827.05
31090,2.991618,,,,,4.982240e-04,0.1452,286950.79,0.526753,1827.10
31091,2.998930,,,,,4.981685e-04,0.1448,286945.81,0.526744,1827.13
31092,3.019107,,,,,4.981130e-04,0.1440,286921.25,0.526699,1827.29
31093,2.996947,,,,,4.980574e-04,0.1431,286937.38,0.526729,1827.19
31094,3.005072,,,,,4.980019e-04,0.1485,286897.89,0.526656,1827.44
31095,2.977260,,,,,4.979464e-04,0.1441,286947.23,0.526747,1827.12
31096,3.010137,,,,,4.978909e-04,0.1450,287074.63,0.526981,1826.31
31097,3.021009,,,,,4.978354e-04,0.1435,287083.85,0.526998,1826.25
31098,3.021123,,,,,4.977799e-04,0.1372,286915.26,0.526688,1827.33
31099,2.999906,,,,,4.977244e-04,0.1407,286995.54,0.526836,1826.82
31100,3.009673,,,,,4.976689e-04,0.1509,286918.25,0.526694,1827.31
31101,2.986867,,,,,4.976135e-04,0.1407,287106.60,0.527039,1826.11
31102,3.021426,,,,,4.975580e-04,0.1443,287145.70,0.527111,1825.86
31103,2.977007,,,,,4.975025e-04,0.1540,287281.88,0.527361,1825.00
31104,3.035094,,,,,4.974470e-04,0.1367,287389.03,0.527558,1824.31
31105,3.000774,,,,,4.973916e-04,0.1396,287296.63,0.527388,1824.90
31106,3.006534,,,,,4.973361e-04,0.1419,287267.58,0.527335,1825.09
31107,2.990409,,,,,4.972807e-04,0.1519,287227.24,0.527261,1825.34
31108,3.013390,,,,,4.972252e-04,0.1353,287122.12,0.527068,1826.01
31109,2.962383,,,,,4.971698e-04,0.1404,287265.51,0.527331,1825.10
31110,2.993521,,,,,4.971144e-04,0.1412,287179.42,0.527173,1825.65
31111,3.009541,,,,,4.970589e-04,0.1409,287138.51,0.527098,1825.91
31112,3.023762,,,,,4.970035e-04,0.1419,287300.57,0.527395,1824.88
31113,2.981084,,,,,4.969481e-04,0.1453,287388.95,0.527558,1824.32
31114,3.003662,,,,,4.968927e-04,0.1393,287350.69,0.527487,1824.56
31115,3.022465,,,,,4.968373e-04,0.1420,287259.10,0.527319,1825.14
31116,3.033388,,,,,4.967819e-04,0.1457,287290.55,0.527377,1824.94
31117,2.982724,,,,,4.967265e-04,0.1383,287214.90,0.527238,1825.42
31118,3.004204,,,,,4.966711e-04,0.1467,287351.66,0.527489,1824.55
31119,3.012848,,,,,4.966157e-04,0.1442,287426.97,0.527627,1824.07
31120,3.021690,,,,,4.965603e-04,0.1373,287467.40,0.527702,1823.82
31121,3.006384,,,,,4.965049e-04,0.1522,287350.39,0.527487,1824.56
31122,2.969015,,,,,4.964496e-04,0.1510,287314.91,0.527422,1824.79
31123,3.012034,,,,,4.963942e-04,0.1387,287496.83,0.527756,1823.63
31124,3.027334,,,,,4.963388e-04,0.1574,287313.33,0.527419,1824.80
31125,3.014714,,,,,4.962835e-04,0.1500,287501.75,0.527765,1823.60
31126,3.022458,,,,,4.962281e-04,0.1451,246484.96,0.452471,2127.06
31127,2.982418,,,,,4.961728e-04,0.1454,288885.31,0.530305,1814.87
31128,3.013813,,,,,4.961174e-04,0.1445,287455.03,0.527679,1823.90
31129,3.023950,,,,,4.960621e-04,0.1504,287505.28,0.527771,1823.58
31130,2.997195,,,,,4.960068e-04,0.1412,287504.49,0.527770,1823.58
31131,2.968245,,,,,4.959515e-04,0.1580,287654.81,0.528046,1822.63
31132,2.997849,,,,,4.958961e-04,0.1487,287664.30,0.528063,1822.57
31133,3.021732,,,,,4.958408e-04,0.1471,287587.06,0.527921,1823.06
31134,3.032391,,,,,4.957855e-04,0.1456,287629.08,0.527998,1822.79
31135,2.967861,,,,,4.957302e-04,0.1488,287604.59,0.527954,1822.95
31136,3.000525,,,,,4.956749e-04,0.1577,287596.28,0.527938,1823.00
31137,2.988359,,,,,4.956196e-04,0.1482,287099.59,0.527027,1826.15
31138,2.993919,,,,,4.955643e-04,0.1471,287401.20,0.527580,1824.24
31139,3.014728,,,,,4.955090e-04,0.1450,287653.08,0.528043,1822.64
31140,2.996733,,,,,4.954538e-04,0.1423,287686.95,0.528105,1822.43
31141,3.025183,,,,,4.953985e-04,0.1409,287706.79,0.528141,1822.30
31142,2.980005,,,,,4.953432e-04,0.1405,287472.62,0.527711,1823.78
31143,2.985713,,,,,4.952880e-04,0.1368,287634.61,0.528009,1822.76
31144,3.018676,,,,,4.952327e-04,0.1424,287570.33,0.527891,1823.16
31145,3.026480,,,,,4.951774e-04,0.1391,287657.15,0.528050,1822.61
31146,2.985605,,,,,4.951222e-04,0.1532,287541.86,0.527838,1823.34
31147,3.009507,,,,,4.950670e-04,0.1383,287678.90,0.528090,1822.48
31148,2.993976,,,,,4.950117e-04,0.1415,287522.95,0.527804,1823.46
31149,3.022042,,,,,4.949565e-04,0.1463,287474.50,0.527715,1823.77
31150,3.031707,,,,,4.949013e-04,0.1410,287563.37,0.527878,1823.21
31151,2.987974,,,,,4.948460e-04,0.1432,287558.93,0.527870,1823.24
31152,3.008601,,,,,4.947908e-04,0.1428,287581.61,0.527911,1823.09
31153,2.964882,,,,,4.947356e-04,0.1371,287517.46,0.527794,1823.50
31154,3.035750,,,,,4.946804e-04,0.1394,287614.67,0.527972,1822.88
31155,2.994526,,,,,4.946252e-04,0.1344,287522.46,0.527803,1823.47
31156,3.010778,,,,,4.945700e-04,0.1407,287525.70,0.527809,1823.45
31157,3.003892,,,,,4.945148e-04,0.1396,287506.07,0.527773,1823.57
31158,3.002476,,,,,4.944596e-04,0.1340,287618.77,0.527980,1822.86
31159,3.037194,,,,,4.944045e-04,0.1361,287479.46,0.527724,1823.74
31160,3.026947,,,,,4.943493e-04,0.1400,287341.60,0.527471,1824.62
31161,2.960169,,,,,4.942941e-04,0.1382,287511.49,0.527783,1823.54
31162,3.020258,,,,,4.942389e-04,0.1425,287652.41,0.528041,1822.64
31163,2.988699,,,,,4.941838e-04,0.1414,287660.76,0.528057,1822.59
31164,3.031830,,,,,4.941286e-04,0.1435,287493.48,0.527750,1823.65
31165,3.010614,,,,,4.940735e-04,0.1401,287323.95,0.527438,1824.73
31166,3.002914,,,,,4.940183e-04,0.1447,287388.95,0.527558,1824.32
31167,3.023571,,,,,4.939632e-04,0.1443,287419.27,0.527613,1824.12
31168,2.973101,,,,,4.939081e-04,0.1393,287497.95,0.527758,1823.62
31169,3.027247,,,,,4.938529e-04,0.1463,287331.43,0.527452,1824.68
31170,3.015235,,,,,4.937978e-04,0.1394,287270.66,0.527341,1825.07
31171,3.015211,,,,,4.937427e-04,0.1511,287445.30,0.527661,1823.96
31172,2.998617,,,,,4.936876e-04,0.1443,287456.24,0.527681,1823.89
31173,2.994823,,,,,4.936325e-04,0.1429,287551.90,0.527857,1823.28
31174,3.029425,,,,,4.935774e-04,0.1532,287439.70,0.527651,1823.99
31175,3.003734,,,,,4.935223e-04,0.1342,287330.26,0.527450,1824.69
31176,2.998160,,,,,4.934672e-04,0.1486,287403.64,0.527585,1824.22
31177,3.004702,,,,,4.934121e-04,0.1557,287482.66,0.527730,1823.72
31178,2.987608,,,,,4.933570e-04,0.1391,287485.66,0.527735,1823.70
31179,2.998749,,,,,4.933019e-04,0.1632,287524.30,0.527806,1823.46
31180,3.029725,,,,,4.932469e-04,0.1377,287474.43,0.527715,1823.77
31181,3.018749,,,,,4.931918e-04,0.1442,245454.07,0.450578,2135.99
31182,3.011950,,,,,4.931368e-04,0.1444,288864.62,0.530267,1815.00
31183,3.010175,,,,,4.930817e-04,0.1426,287557.50,0.527867,1823.25
31184,2.974416,,,,,4.930266e-04,0.1502,287570.25,0.527890,1823.16
31185,2.998211,,,,,4.929716e-04,0.1453,245696.61,0.451023,2133.88
31186,2.986101,,,,,4.929166e-04,0.1449,287588.98,0.527925,1823.05
31187,3.011210,,,,,4.928615e-04,0.1519,287495.32,0.527753,1823.64
31188,3.029000,,,,,4.928065e-04,0.1638,287270.51,0.527340,1825.07
31189,3.002724,,,,,4.927515e-04,0.1404,287419.42,0.527614,1824.12
31190,3.009638,,,,,4.926965e-04,0.1507,287276.58,0.527351,1825.03
31191,2.997099,,,,,4.926414e-04,0.1427,287294.90,0.527385,1824.91
31192,3.024947,,,,,4.925864e-04,0.1465,287171.02,0.527158,1825.70
31193,2.999107,,,,,4.925314e-04,0.1488,287361.76,0.527508,1824.49
31194,3.015866,,,,,4.924764e-04,0.1419,287321.21,0.527433,1824.75
31195,3.024173,,,,,4.924214e-04,0.1491,287200.27,0.527211,1825.51
31196,2.985714,,,,,4.923664e-04,0.1541,287310.85,0.527414,1824.81
31197,3.006361,,,,,4.923115e-04,0.1464,287390.57,0.527561,1824.30
31198,2.984265,,,,,4.922565e-04,0.1379,287219.70,0.527247,1825.39
31199,3.004353,,,,,4.922015e-04,0.1401,287359.40,0.527503,1824.50
31200,2.988529,,,,,4.921465e-04,0.1377,287426.67,0.527627,1824.08
31201,3.025121,,,,,4.920916e-04,0.1527,287239.77,0.527284,1825.26
31202,2.976032,,,,,4.920366e-04,0.1434,287351.17,0.527488,1824.55
31203,2.989938,,,,,4.919817e-04,0.1351,287379.71,0.527541,1824.37
31204,3.036303,,,,,4.919267e-04,0.1483,287455.86,0.527681,1823.89
31205,2.996662,,,,,4.918718e-04,0.1428,287462.36,0.527692,1823.85
31206,3.000168,,,,,4.918169e-04,0.1374,287475.10,0.527716,1823.77
31207,2.976656,,,,,4.917619e-04,0.1416,287312.81,0.527418,1824.80
31208,3.023438,,,,,4.917070e-04,0.1344,287297.72,0.527390,1824.89
31209,2.999774,,,,,4.916521e-04,0.1410,287408.45,0.527593,1824.19
31210,3.043299,,,,,4.915972e-04,0.1359,287316.03,0.527424,1824.78
31211,3.023448,,,,,4.915423e-04,0.1357,287311.42,0.527415,1824.81
31212,3.002611,,,,,4.914873e-04,0.1419,287300.57,0.527395,1824.88
31213,2.988140,,,,,4.914324e-04,0.1421,287327.41,0.527445,1824.71
31214,3.016435,,,,,4.913776e-04,0.1354,287412.92,0.527602,1824.16
