step,train_loss,val_loss,hellaswag,mmlu,arc,lr,grad_norm,tokens_per_sec,mfu,dt_ms
726,3.884776,,,,,2.399538e-03,0.1361,286954.76,0.526761,1827.08
727,3.869819,,,,,2.399536e-03,0.1330,287020.30,0.526881,1826.66
728,3.903788,,,,,2.399533e-03,0.1353,286900.92,0.526662,1827.42
729,3.894543,,,,,2.399531e-03,0.1189,286927.72,0.526711,1827.25
730,3.865992,,,,,2.399528e-03,0.1276,287198.81,0.527209,1825.52
731,3.887489,,,,,2.399526e-03,0.1314,287161.68,0.527140,1825.76
732,3.861941,,,,,2.399523e-03,0.1286,287046.83,0.526930,1826.49
733,3.889303,,,,,2.399521e-03,0.1353,287093.00,0.527014,1826.20
734,3.879464,,,,,2.399518e-03,0.1190,287056.27,0.526947,1826.43
735,3.898481,,,,,2.399515e-03,0.1233,286129.45,0.525246,1832.35
736,3.865191,,,,,2.399513e-03,0.1448,287196.78,0.527205,1825.54
737,3.894807,,,,,2.399510e-03,0.1438,286998.80,0.526841,1826.80
738,3.883238,,,,,2.399508e-03,0.1488,287190.78,0.527194,1825.57
739,3.869008,,,,,2.399505e-03,0.1506,286943.60,0.526740,1827.15
740,3.863258,,,,,2.399503e-03,0.1228,287085.87,0.527001,1826.24
741,3.878184,,,,,2.399500e-03,0.1386,287089.21,0.527007,1826.22
742,3.870842,,,,,2.399497e-03,0.1277,287183.28,0.527180,1825.62
743,3.888341,,,,,2.399495e-03,0.1196,287157.97,0.527134,1825.78
744,3.870659,,,,,2.399492e-03,0.1417,287106.79,0.527040,1826.11
745,3.874514,,,,,2.399490e-03,0.1638,286806.89,0.526489,1828.02
746,3.873034,,,,,2.399487e-03,0.1745,287049.41,0.526934,1826.47
747,3.879579,,,,,2.399484e-03,0.1525,287052.37,0.526940,1826.45
748,3.895235,,,,,2.399482e-03,0.1264,287036.52,0.526911,1826.56
749,3.876851,,,,,2.399479e-03,0.1343,287128.98,0.527080,1825.97
750,3.894538,,,,,2.399476e-03,0.1374,287177.35,0.527169,1825.66
751,3.874321,,,,,2.399474e-03,0.1195,287114.77,0.527054,1826.06
752,3.854556,,,,,2.399471e-03,0.1277,287056.46,0.526947,1826.43
753,3.877623,,,,,2.399468e-03,0.1151,244720.05,0.449231,2142.40
754,3.863877,,,,,2.399466e-03,0.1215,287432.42,0.527637,1824.04
755,3.858755,,,,,2.399463e-03,0.1159,287039.30,0.526916,1826.54
756,3.861764,,,,,2.399460e-03,0.1264,286582.96,0.526078,1829.45
757,3.848366,,,,,2.399457e-03,0.1169,287280.08,0.527358,1825.01
758,3.857490,,,,,2.399455e-03,0.1416,287129.17,0.527081,1825.97
759,3.894405,,,,,2.399452e-03,0.1522,286966.40,0.526782,1827.00
760,3.845299,,,,,2.399449e-03,0.1281,286128.59,0.525244,1832.35
761,3.848562,,,,,2.399447e-03,0.1572,287204.17,0.527218,1825.49
762,3.848343,,,,,2.399444e-03,0.1591,244807.47,0.449391,2141.63
763,3.847620,,,,,2.399441e-03,0.1390,287677.09,0.528087,1822.49
764,3.859383,,,,,2.399438e-03,0.1382,287227.62,0.527262,1825.34
765,3.855489,,,,,2.399436e-03,0.1180,287089.74,0.527008,1826.22
766,3.858764,,,,,2.399433e-03,0.1401,286949.18,0.526750,1827.11
767,3.871265,,,,,2.399430e-03,0.1239,286820.80,0.526515,1827.93
768,3.862074,,,,,2.399427e-03,0.1243,286417.68,0.525775,1830.50
769,3.828933,,,,,2.399424e-03,0.1238,287047.31,0.526931,1826.49
770,3.852972,,,,,2.399422e-03,0.1093,286733.74,0.526355,1828.48
771,3.875095,,,,,2.399419e-03,0.1287,287066.35,0.526965,1826.37
772,3.855348,,,,,2.399416e-03,0.1306,287142.67,0.527106,1825.88
773,3.844218,,,,,2.399413e-03,0.1178,287116.61,0.527058,1826.05
774,3.858501,,,,,2.399410e-03,0.1301,287068.94,0.526970,1826.35
775,3.846041,,,,,2.399408e-03,0.1284,287083.03,0.526996,1826.26
776,3.876333,,,,,2.399405e-03,0.1252,287033.49,0.526905,1826.57
777,3.866177,,,,,2.399402e-03,0.1270,286985.46,0.526817,1826.88
778,3.849655,,,,,2.399399e-03,0.1370,286972.99,0.526794,1826.96
779,3.898061,,,,,2.399396e-03,0.1469,287060.84,0.526955,1826.40
780,3.843289,,,,,2.399393e-03,0.1439,287149.34,0.527118,1825.84
781,3.825743,,,,,2.399390e-03,0.1420,287061.29,0.526956,1826.40
782,3.889990,,,,,2.399388e-03,0.1275,286893.88,0.526649,1827.46
783,3.823527,,,,,2.399385e-03,0.1349,286844.49,0.526558,1827.78
784,3.862101,,,,,2.399382e-03,0.1345,286853.69,0.526575,1827.72
785,3.810401,,,,,2.399379e-03,0.1209,287091.46,0.527012,1826.21
786,3.866439,,,,,2.399376e-03,0.1326,286125.50,0.525238,1832.37
787,3.869888,,,,,2.399373e-03,0.1206,287184.18,0.527182,1825.62
788,3.839693,,,,,2.399370e-03,0.1332,286903.05,0.526666,1827.40
789,3.854076,,,,,2.399367e-03,0.1183,287254.59,0.527311,1825.17
790,3.828924,,,,,2.399364e-03,0.1283,287214.07,0.527237,1825.43
791,3.851929,,,,,2.399361e-03,0.1139,287288.37,0.527373,1824.95
792,3.850904,,,,,2.399358e-03,0.1325,287094.16,0.527017,1826.19
793,3.880476,,,,,2.399355e-03,0.1247,287142.48,0.527105,1825.88
794,3.814407,,,,,2.399352e-03,0.1266,286073.54,0.525143,1832.70
795,3.837031,,,,,2.399349e-03,0.1538,287084.86,0.526999,1826.25
796,3.864883,,,,,2.399346e-03,0.1618,286364.08,0.525676,1830.84
797,3.870295,,,,,2.399344e-03,0.1384,287137.19,0.527096,1825.91
798,3.870989,,,,,2.399341e-03,0.1513,287210.17,0.527230,1825.45
799,3.834132,,,,,2.399338e-03,0.1446,287107.76,0.527042,1826.10
800,3.827279,,,,,2.399335e-03,0.1343,287046.83,0.526930,1826.49
801,3.867571,,,,,2.399332e-03,0.1307,286397.38,0.525737,1830.63
802,3.856323,,,,,2.399329e-03,0.1400,286977.64,0.526803,1826.93
803,3.845218,,,,,2.399325e-03,0.1399,287026.63,0.526893,1826.62
804,3.821826,,,,,2.399322e-03,0.1271,286165.01,0.525311,1832.12
805,3.829211,,,,,2.399319e-03,0.1182,286951.27,0.526754,1827.10
806,3.845232,,,,,2.399316e-03,0.1193,286844.19,0.526558,1827.78
807,3.849085,,,,,2.399313e-03,0.1171,286896.13,0.526653,1827.45
808,3.847936,,,,,2.399310e-03,0.1146,287052.26,0.526940,1826.45
809,3.838155,,,,,2.399307e-03,0.1217,286767.39,0.526417,1828.27
810,3.820153,,,,,2.399304e-03,0.1127,285702.79,0.524462,1835.08
811,3.840373,,,,,2.399301e-03,0.1128,286668.66,0.526235,1828.90
812,3.822733,,,,,2.399298e-03,0.1071,286695.72,0.526285,1828.73
813,3.825929,,,,,2.399295e-03,0.1104,286653.56,0.526208,1829.00
814,3.804900,,,,,2.399292e-03,0.1397,286746.00,0.526377,1828.41
815,3.832952,,,,,2.399289e-03,0.1570,286690.64,0.526276,1828.76
816,3.814159,,,,,2.399286e-03,0.1419,286852.01,0.526572,1827.73
817,3.847953,,,,,2.399282e-03,0.1269,286874.05,0.526612,1827.59
818,3.840116,,,,,2.399279e-03,0.1412,286821.96,0.526517,1827.92
819,3.841998,,,,,2.399276e-03,0.1338,286752.40,0.526389,1828.36
820,3.815488,,,,,2.399273e-03,0.1158,286648.97,0.526199,1829.02
821,3.823443,,,,,2.399270e-03,0.1324,286649.90,0.526201,1829.02
822,3.840710,,,,,2.399267e-03,0.1315,286725.21,0.526339,1828.54
823,3.806006,,,,,2.399264e-03,0.1624,286821.36,0.526516,1827.93
824,3.826174,,,,,2.399260e-03,0.1459,286657.79,0.526215,1828.97
825,3.806498,,,,,2.399257e-03,0.1184,286779.47,0.526439,1828.19
826,3.823272,,,,,2.399254e-03,0.1207,286596.29,0.526103,1829.36
827,3.837976,,,,,2.399251e-03,0.1233,286532.29,0.525985,1829.77
828,3.816068,,,,,2.399248e-03,0.1139,286705.85,0.526304,1828.66
829,3.798583,,,,,2.399245e-03,0.1349,286771.35,0.526424,1828.24
830,3.844687,,,,,2.399241e-03,0.1154,286773.67,0.526428,1828.23
831,3.820411,,,,,2.399238e-03,0.1382,286839.81,0.526550,1827.81
832,3.813002,,,,,2.399235e-03,0.1482,286603.58,0.526116,1829.31
833,3.850673,,,,,2.399232e-03,0.1126,286787.85,0.526454,1828.14
834,3.816710,,,,,2.399228e-03,0.1405,286882.06,0.526627,1827.54
835,3.841921,,,,,2.399225e-03,0.1177,286906.09,0.526671,1827.39
836,3.824848,,,,,2.399222e-03,0.1115,286841.01,0.526552,1827.80
837,3.824917,,,,,2.399219e-03,0.1192,286851.03,0.526570,1827.74
838,3.833786,,,,,2.399215e-03,0.1266,286952.25,0.526756,1827.09
839,3.790416,,,,,2.399212e-03,0.1243,286692.88,0.526280,1828.74
840,3.835636,,,,,2.399209e-03,0.1311,286908.93,0.526677,1827.37
841,3.832395,,,,,2.399206e-03,0.1272,286904.29,0.526668,1827.40
842,3.818003,,,,,2.399202e-03,0.1260,286843.77,0.526557,1827.78
843,3.812177,,,,,2.399199e-03,0.1162,286961.98,0.526774,1827.03
844,3.809424,,,,,2.399196e-03,0.1207,286904.85,0.526669,1827.39
845,3.824261,,,,,2.399192e-03,0.1158,286962.66,0.526775,1827.03
846,3.775609,,,,,2.399189e-03,0.1127,286901.97,0.526664,1827.41
847,3.827527,,,,,2.399186e-03,0.1110,286975.84,0.526799,1826.94
848,3.849517,,,,,2.399183e-03,0.1317,286804.83,0.526485,1828.03
849,3.785866,,,,,2.399179e-03,0.1320,286950.41,0.526753,1827.10
850,3.813049,,,,,2.399176e-03,0.1302,286918.14,0.526693,1827.31
851,3.820568,,,,,2.399173e-03,0.1176,286954.68,0.526760,1827.08
852,3.818279,,,,,2.399169e-03,0.1233,286322.58,0.525600,1831.11
853,3.807690,,,,,2.399166e-03,0.1309,286995.20,0.526835,1826.82
854,3.798817,,,,,2.399162e-03,0.1165,246225.95,0.451995,2129.30
855,3.792195,,,,,2.399159e-03,0.1176,287071.18,0.526974,1826.33
856,3.826946,,,,,2.399156e-03,0.1212,287211.60,0.527232,1825.44
857,3.827327,,,,,2.399152e-03,0.1248,287055.86,0.526946,1826.43
858,3.798398,,,,,2.399149e-03,0.1239,287200.61,0.527212,1825.51
859,3.754431,,,,,2.399146e-03,0.1131,287077.70,0.526986,1826.29
860,3.793530,,,,,2.399142e-03,0.1032,287057.54,0.526949,1826.42
861,3.778003,,,,,2.399139e-03,0.1190,286951.09,0.526754,1827.10
862,3.820658,,,,,2.399135e-03,0.1180,286995.43,0.526835,1826.82
863,3.786250,,,,,2.399132e-03,0.1074,286878.31,0.526620,1827.56
864,3.796508,,,,,2.399128e-03,0.1168,244905.62,0.449571,2140.78
865,3.816798,,,,,2.399125e-03,0.1103,287422.65,0.527620,1824.10
866,3.800469,,,,,2.399122e-03,0.1084,286374.93,0.525696,1830.77
867,3.793098,,,,,2.399118e-03,0.1295,286989.10,0.526824,1826.86
868,3.785256,,,,,2.399115e-03,0.1190,286802.58,0.526481,1828.04
869,3.781853,,,,,2.399111e-03,0.1101,286366.65,0.525681,1830.83
870,3.793804,,,,,2.399108e-03,0.1035,286777.67,0.526436,1828.20
871,3.812578,,,,,2.399104e-03,0.1104,286803.97,0.526484,1828.04
872,3.757799,,,,,2.399101e-03,0.1312,286849.99,0.526568,1827.74
873,3.812352,,,,,2.399097e-03,0.1449,286731.16,0.526350,1828.50
874,3.799704,,,,,2.399094e-03,0.1457,286923.31,0.526703,1827.28
875,3.784937,,,,,2.399090e-03,0.1214,286213.91,0.525401,1831.80
876,3.801386,,,,,2.399087e-03,0.1220,286476.22,0.525882,1830.13
877,3.776985,,,,,2.399083e-03,0.1214,286772.21,0.526426,1828.24
878,3.804907,,,,,2.399080e-03,0.1267,286627.00,0.526159,1829.16
879,3.778793,,,,,2.399076e-03,0.1113,286345.77,0.525643,1830.96
880,3.795415,,,,,2.399073e-03,0.1247,286901.33,0.526663,1827.42
881,3.816136,,,,,2.399069e-03,0.1197,286894.67,0.526650,1827.46
882,3.789154,,,,,2.399065e-03,0.1229,286814.26,0.526503,1827.97
883,3.804704,,,,,2.399062e-03,0.1089,286781.71,0.526443,1828.18
884,3.805451,,,,,2.399058e-03,0.1240,286995.32,0.526835,1826.82
885,3.790787,,,,,2.399055e-03,0.1280,286818.67,0.526511,1827.94
886,3.814060,,,,,2.399051e-03,0.1299,286963.52,0.526777,1827.02
887,3.767346,,,,,2.399048e-03,0.1277,286926.19,0.526708,1827.26
888,3.789843,,,,,2.399044e-03,0.1145,286997.68,0.526839,1826.80
889,3.761313,,,,,2.399040e-03,0.1139,286968.31,0.526786,1826.99
890,3.808511,,,,,2.399037e-03,0.1260,287015.17,0.526872,1826.69
891,3.781473,,,,,2.399033e-03,0.1162,286826.53,0.526525,1827.89
892,3.783774,,,,,2.399029e-03,0.1147,286999.21,0.526842,1826.79
893,3.764490,,,,,2.399026e-03,0.1123,287028.92,0.526897,1826.60
894,3.795442,,,,,2.399022e-03,0.1315,286993.56,0.526832,1826.83
895,3.778555,,,,,2.399019e-03,0.1289,286884.60,0.526632,1827.52
896,3.797183,,,,,2.399015e-03,0.1146,286338.16,0.525629,1831.01
897,3.805846,,,,,2.399011e-03,0.1175,287035.47,0.526909,1826.56
898,3.808817,,,,,2.399008e-03,0.1154,286837.26,0.526545,1827.82
899,3.753012,,,,,2.399004e-03,0.1073,286942.06,0.526737,1827.16
900,3.792958,,,,,2.399000e-03,0.1093,286899.42,0.526659,1827.43
901,3.782095,,,,,2.398997e-03,0.1239,286845.23,0.526560,1827.77
902,3.782713,,,,,2.398993e-03,0.1151,286892.69,0.526647,1827.47
903,3.785846,,,,,2.398989e-03,0.1209,287225.85,0.527258,1825.35
904,3.788006,,,,,2.398985e-03,0.1176,287048.55,0.526933,1826.48
905,3.783698,,,,,2.398982e-03,0.1240,286575.26,0.526064,1829.49
906,3.782550,,,,,2.398978e-03,0.1109,286875.66,0.526615,1827.58
907,3.781829,,,,,2.398974e-03,0.1086,287045.59,0.526927,1826.50
908,3.767558,,,,,2.398971e-03,0.1036,244793.82,0.449366,2141.75
909,3.746854,,,,,2.398967e-03,0.1127,287103.23,0.527033,1826.13
910,3.768707,,,,,2.398963e-03,0.1136,286820.50,0.526514,1827.93
911,3.777910,,,,,2.398959e-03,0.1182,286765.33,0.526413,1828.28
912,3.787101,,,,,2.398956e-03,0.1056,286819.08,0.526512,1827.94
913,3.774819,,,,,2.398952e-03,0.1042,286933.86,0.526722,1827.21
914,3.733932,,,,,2.398948e-03,0.1116,286923.76,0.526704,1827.27
915,3.746397,,,,,2.398944e-03,0.1173,286885.91,0.526634,1827.51
916,3.769525,,,,,2.398940e-03,0.1586,286898.86,0.526658,1827.43
917,3.769965,,,,,2.398937e-03,0.1574,286824.96,0.526522,1827.90
918,3.750505,,,,,2.398933e-03,0.1248,244183.03,0.448245,2147.11
919,3.770752,,,,,2.398929e-03,0.1438,287972.60,0.528629,1820.62
920,3.751890,,,,,2.398925e-03,0.1329,287029.18,0.526897,1826.60
921,3.788669,,,,,2.398921e-03,0.1339,286977.41,0.526802,1826.93
922,3.795304,,,,,2.398918e-03,0.1476,286941.76,0.526737,1827.16
923,3.780453,,,,,2.398914e-03,0.1260,286837.94,0.526546,1827.82
924,3.788034,,,,,2.398910e-03,0.1294,286621.47,0.526149,1829.20
925,3.759472,,,,,2.398906e-03,0.1213,286840.14,0.526550,1827.81
926,3.752861,,,,,2.398902e-03,0.1083,286796.71,0.526471,1828.08
927,3.770686,,,,,2.398898e-03,0.1093,286603.65,0.526116,1829.31
928,3.788003,,,,,2.398895e-03,0.1086,285835.33,0.524706,1834.23
929,3.751030,,,,,2.398891e-03,0.1106,286146.39,0.525277,1832.24
930,3.766079,,,,,2.398887e-03,0.1157,285689.02,0.524437,1835.17
931,3.797282,,,,,2.398883e-03,0.1123,286706.93,0.526306,1828.65
932,3.770547,,,,,2.398879e-03,0.1172,286729.21,0.526347,1828.51
933,3.769721,,,,,2.398875e-03,0.1215,286542.93,0.526005,1829.70
934,3.773756,,,,,2.398871e-03,0.1145,286509.55,0.525943,1829.91
935,3.742494,,,,,2.398867e-03,0.1111,286934.01,0.526723,1827.21
936,3.771980,,,,,2.398863e-03,0.1208,286863.57,0.526593,1827.66
937,3.756862,,,,,2.398859e-03,0.1145,286967.53,0.526784,1826.99
938,3.737009,,,,,2.398855e-03,0.1288,285930.66,0.524881,1833.62
939,3.764828,,,,,2.398852e-03,0.1448,286708.05,0.526308,1828.65
940,3.734079,,,,,2.398848e-03,0.1476,286974.60,0.526797,1826.95
941,3.776550,,,,,2.398844e-03,0.1138,287124.63,0.527072,1825.99
942,3.735940,,,,,2.398840e-03,0.1128,287013.52,0.526869,1826.70
943,3.768419,,,,,2.398836e-03,0.1282,287265.14,0.527330,1825.10
944,3.769016,,,,,2.398832e-03,0.1288,287401.61,0.527581,1824.23
945,3.753503,,,,,2.398828e-03,0.1210,286836.55,0.526544,1827.83
946,3.763251,,,,,2.398824e-03,0.1033,287045.07,0.526926,1826.50
947,3.754773,,,,,2.398820e-03,0.1056,287088.65,0.527006,1826.22
948,3.746374,,,,,2.398816e-03,0.1113,287161.34,0.527140,1825.76
949,3.749348,,,,,2.398812e-03,0.1043,287185.19,0.527184,1825.61
950,3.743621,,,,,2.398808e-03,0.1107,287264.99,0.527330,1825.10
951,3.766044,,,,,2.398804e-03,0.1092,287021.84,0.526884,1826.65
952,3.796851,,,,,2.398800e-03,0.1241,286939.85,0.526733,1827.17
953,3.759868,,,,,2.398796e-03,0.1375,286704.50,0.526301,1828.67
954,3.785211,,,,,2.398792e-03,0.1276,286703.98,0.526300,1828.67
955,3.788841,,,,,2.398788e-03,0.1166,286812.42,0.526499,1827.98
956,3.743948,,,,,2.398783e-03,0.1233,286870.60,0.526606,1827.61
957,3.740959,,,,,2.398779e-03,0.1235,286853.43,0.526575,1827.72
958,3.782378,,,,,2.398775e-03,0.1110,286562.53,0.526041,1829.58
959,3.778908,,,,,2.398771e-03,0.1121,285729.30,0.524511,1834.91
960,3.747268,,,,,2.398767e-03,0.1135,286812.76,0.526500,1827.98
961,3.764067,,,,,2.398763e-03,0.1073,286860.65,0.526588,1827.67
962,3.765752,,,,,2.398759e-03,0.1118,286853.99,0.526576,1827.72
963,3.752295,,,,,2.398755e-03,0.1177,286740.24,0.526367,1828.44
964,3.716258,,,,,2.398751e-03,0.1135,286973.29,0.526795,1826.96
965,3.710096,,,,,2.398747e-03,0.1193,286810.81,0.526496,1827.99
966,3.774932,,,,,2.398742e-03,0.1257,286792.11,0.526462,1828.11
967,3.784453,,,,,2.398738e-03,0.1246,286858.29,0.526584,1827.69
968,3.783392,,,,,2.398734e-03,0.1585,286916.68,0.526691,1827.32
969,3.721359,,,,,2.398730e-03,0.1430,286908.26,0.526675,1827.37
970,3.749698,,,,,2.398726e-03,0.1123,286958.39,0.526767,1827.05
971,3.765390,,,,,2.398722e-03,0.1380,286951.72,0.526755,1827.09
972,3.727981,,,,,2.398718e-03,0.1099,286862.03,0.526590,1827.67
973,3.747975,,,,,2.398713e-03,0.1379,286933.00,0.526721,1827.21
974,3.711447,,,,,2.398709e-03,0.1169,286804.90,0.526486,1828.03
975,3.744931,,,,,2.398705e-03,0.1018,286844.71,0.526559,1827.78
976,3.741589,,,,,2.398701e-03,0.1150,286794.06,0.526466,1828.10
977,3.743561,,,,,2.398697e-03,0.1046,286796.04,0.526469,1828.09
978,3.743319,,,,,2.398692e-03,0.1139,286759.43,0.526402,1828.32
979,3.773932,,,,,2.398688e-03,0.1132,286704.20,0.526301,1828.67
980,3.730417,,,,,2.398684e-03,0.1062,286730.67,0.526349,1828.50
981,3.741986,,,,,2.398680e-03,0.1132,286767.39,0.526417,1828.27
982,3.720522,,,,,2.398676e-03,0.1206,286896.62,0.526654,1827.45
983,3.751497,,,,,2.398671e-03,0.1163,286854.81,0.526577,1827.71
984,3.725585,,,,,2.398667e-03,0.1162,286814.37,0.526503,1827.97
985,3.711449,,,,,2.398663e-03,0.1096,286945.55,0.526744,1827.13
986,3.760380,,,,,2.398659e-03,0.1126,286941.76,0.526737,1827.16
987,3.743869,,,,,2.398654e-03,0.1029,287043.68,0.526924,1826.51
988,3.735615,,,,,2.398650e-03,0.1107,286671.16,0.526240,1828.88
989,3.736224,,,,,2.398646e-03,0.1317,286692.65,0.526279,1828.75
990,3.723468,,,,,2.398641e-03,0.1306,286873.19,0.526611,1827.59
991,3.763885,,,,,2.398637e-03,0.1220,286720.24,0.526330,1828.57
992,3.703392,,,,,2.398633e-03,0.1107,286928.10,0.526712,1827.25
993,3.724961,,,,,2.398629e-03,0.1066,286721.29,0.526332,1828.56
994,3.742569,,,,,2.398624e-03,0.1271,286784.71,0.526448,1828.16
995,3.743639,,,,,2.398620e-03,0.1149,286741.70,0.526370,1828.43
996,3.757055,,,,,2.398616e-03,0.1100,286721.18,0.526332,1828.56
997,3.704930,,,,,2.398611e-03,0.1121,286709.33,0.526310,1828.64
998,3.740792,,,,,2.398607e-03,0.1201,286765.60,0.526413,1828.28
999,3.725935,,,,,2.398603e-03,0.1248,286362.36,0.525673,1830.86
1000,3.748576,3.7426,0.2598,,,2.398598e-03,0.1426,17968.67,0.032985,29177.89
1001,3.731207,,,,,2.398594e-03,0.1406,290031.51,0.532409,1807.69
1002,3.729044,,,,,2.398589e-03,0.1172,289202.62,0.530887,1812.87
1003,3.766378,,,,,2.398585e-03,0.1103,288735.33,0.530029,1815.81
1004,3.750909,,,,,2.398581e-03,0.1242,289998.20,0.532347,1807.90
1005,3.731844,,,,,2.398576e-03,0.1225,244893.87,0.449550,2140.88
1006,3.733890,,,,,2.398572e-03,0.1104,288952.38,0.530428,1814.44
1007,3.724476,,,,,2.398568e-03,0.1150,288331.34,0.529288,1818.35
1008,3.725565,,,,,2.398563e-03,0.1215,288448.21,0.529502,1817.62
1009,3.732610,,,,,2.398559e-03,0.1145,289586.25,0.531591,1810.47
1010,3.705989,,,,,2.398554e-03,0.1040,245992.46,0.451566,2131.32
1011,3.727610,,,,,2.398550e-03,0.1167,289120.79,0.530737,1813.39
1012,3.754799,,,,,2.398545e-03,0.1119,286854.81,0.526577,1827.71
1013,3.705626,,,,,2.398541e-03,0.1067,288095.02,0.528854,1819.84
1014,3.749181,,,,,2.398536e-03,0.1161,288929.34,0.530385,1814.59
1015,3.717916,,,,,2.398532e-03,0.1109,288595.27,0.529772,1816.69
1016,3.717649,,,,,2.398528e-03,0.1017,288122.62,0.528904,1819.67
1017,3.726713,,,,,2.398523e-03,0.1052,287476.27,0.527718,1823.76
1018,3.690557,,,,,2.398519e-03,0.1132,286891.41,0.526644,1827.48
1019,3.727065,,,,,2.398514e-03,0.1089,286989.92,0.526825,1826.85
1020,3.729818,,,,,2.398510e-03,0.1085,287596.47,0.527939,1823.00
1021,3.709500,,,,,2.398505e-03,0.1084,288120.61,0.528901,1819.68
1022,3.734131,,,,,2.398501e-03,0.1054,287923.77,0.528539,1820.93
1023,3.764561,,,,,2.398496e-03,0.1119,287903.19,0.528502,1821.06
1024,3.729293,,,,,2.398492e-03,0.1095,287754.41,0.528229,1822.00
1025,3.734462,,,,,2.398487e-03,0.0995,286856.68,0.526581,1827.70
1026,3.733076,,,,,2.398483e-03,0.1099,286398.84,0.525740,1830.62
1027,3.733619,,,,,2.398478e-03,0.1140,286416.93,0.525773,1830.51
1028,3.703853,,,,,2.398473e-03,0.1087,287308.15,0.527409,1824.83
1029,3.734191,,,,,2.398469e-03,0.1154,287215.69,0.527240,1825.42
1030,3.731524,,,,,2.398464e-03,0.1040,287383.17,0.527547,1824.35
1031,3.718918,,,,,2.398460e-03,0.1196,287202.48,0.527215,1825.50
1032,3.717780,,,,,2.398455e-03,0.1340,287256.13,0.527314,1825.16
1033,3.751739,,,,,2.398451e-03,0.1184,287201.28,0.527213,1825.51
1034,3.714466,,,,,2.398446e-03,0.1107,285925.64,0.524872,1833.65
1035,3.720551,,,,,2.398441e-03,0.1241,285892.00,0.524810,1833.87
1036,3.739842,,,,,2.398437e-03,0.1071,285717.72,0.524490,1834.99
1037,3.720484,,,,,2.398432e-03,0.1054,286692.77,0.526280,1828.75
1038,3.718860,,,,,2.398428e-03,0.1137,285579.28,0.524236,1835.88
1039,3.733641,,,,,2.398423e-03,0.1101,286698.34,0.526290,1828.71
1040,3.718826,,,,,2.398418e-03,0.1160,286895.79,0.526652,1827.45
1041,3.722131,,,,,2.398414e-03,0.1287,286719.94,0.526330,1828.57
1042,3.721055,,,,,2.398409e-03,0.1456,286584.41,0.526081,1829.44
1043,3.705262,,,,,2.398404e-03,0.1109,286506.90,0.525939,1829.93
1044,3.714671,,,,,2.398400e-03,0.1209,286666.12,0.526231,1828.92
1045,3.706655,,,,,2.398395e-03,0.1221,286504.36,0.525934,1829.95
1046,3.720159,,,,,2.398390e-03,0.1225,286650.99,0.526203,1829.01
1047,3.705865,,,,,2.398386e-03,0.1060,286676.85,0.526250,1828.85
1048,3.715182,,,,,2.398381e-03,0.1147,286645.53,0.526193,1829.05
1049,3.705528,,,,,2.398376e-03,0.1317,286413.76,0.525768,1830.53
1050,3.713725,,,,,2.398372e-03,0.1211,285606.02,0.524285,1835.70
1051,3.721511,,,,,2.398367e-03,0.1054,286319.78,0.525595,1831.13
1052,3.698697,,,,,2.398362e-03,0.1048,286456.81,0.525847,1830.25
1053,3.692299,,,,,2.398358e-03,0.0990,286242.19,0.525453,1831.62
1054,3.708170,,,,,2.398353e-03,0.1184,286138.20,0.525262,1832.29
1055,3.726366,,,,,2.398348e-03,0.1061,286036.07,0.525074,1832.94
1056,3.727926,,,,,2.398343e-03,0.1032,285545.01,0.524173,1836.10
1057,3.712476,,,,,2.398339e-03,0.1119,285359.33,0.523832,1837.29
1058,3.723824,,,,,2.398334e-03,0.1203,285960.04,0.524935,1833.43
1059,3.734568,,,,,2.398329e-03,0.0995,285511.76,0.524112,1836.31
1060,3.718918,,,,,2.398324e-03,0.1042,285255.13,0.523641,1837.96
1061,3.727360,,,,,2.398320e-03,0.1074,285127.64,0.523407,1838.78
1062,3.688147,,,,,2.398315e-03,0.1033,285119.36,0.523391,1838.84
1063,3.693427,,,,,2.398310e-03,0.1004,284958.49,0.523096,1839.87
1064,3.688817,,,,,2.398305e-03,0.1030,285091.60,0.523340,1839.02
1065,3.700449,,,,,2.398301e-03,0.1059,284992.87,0.523159,1839.65
1066,3.691361,,,,,2.398296e-03,0.1045,285009.46,0.523190,1839.55
1067,3.682152,,,,,2.398291e-03,0.1128,285024.27,0.523217,1839.45
1068,3.727852,,,,,2.398286e-03,0.1068,284916.18,0.523018,1840.15
1069,3.680647,,,,,2.398281e-03,0.1160,284910.86,0.523009,1840.18
1070,3.703800,,,,,2.398276e-03,0.1177,285047.40,0.523259,1839.30
1071,3.692182,,,,,2.398272e-03,0.1174,285040.01,0.523246,1839.35
1072,3.723881,,,,,2.398267e-03,0.1189,285005.40,0.523182,1839.57
1073,3.711170,,,,,2.398262e-03,0.1187,285063.95,0.523290,1839.19
1074,3.676266,,,,,2.398257e-03,0.1217,285059.71,0.523282,1839.22
1075,3.742794,,,,,2.398252e-03,0.1267,285604.28,0.524282,1835.71
1076,3.680581,,,,,2.398247e-03,0.1248,285956.51,0.524928,1833.45
1077,3.682589,,,,,2.398242e-03,0.1213,286397.31,0.525737,1830.63
1078,3.693033,,,,,2.398238e-03,0.1007,286131.05,0.525249,1832.34
1079,3.680763,,,,,2.398233e-03,0.1114,285218.28,0.523573,1838.20
1080,3.680750,,,,,2.398228e-03,0.1123,286146.46,0.525277,1832.24
